timestamp,node_price
2024/1/7 19:59,430
2024/1/7 20:59,422
2024/1/7 21:59,409
2024/1/7 22:59,372
2024/1/7 23:59,382
2024/1/8 0:59,368
2024/1/8 1:59,351
2024/1/8 2:59,339
2024/1/8 3:59,330
2024/1/8 4:59,336
2024/1/8 5:59,376
2024/1/8 6:59,404
2024/1/8 7:59,454
2024/1/8 8:59,460
2024/1/8 9:59,461
2024/1/8 10:59,448
2024/1/8 11:59,381
2024/1/8 12:59,400
2024/1/8 13:59,415
2024/1/8 14:59,437
2024/1/8 15:59,451
2024/1/8 16:59,451
2024/1/8 17:59,456
2024/1/8 18:59,460
2024/1/8 19:59,453
2024/1/8 20:59,442
2024/1/8 21:59,427
2024/1/8 22:59,377
2024/1/8 23:59,391
2024/1/9 0:59,389
2024/1/9 1:59,388
2024/1/9 2:59,375
2024/1/9 3:59,366
2024/1/9 4:59,375
2024/1/9 5:59,422
2024/1/9 6:59,457
2024/1/9 7:59,521
2024/1/9 8:59,545
2024/1/9 9:59,516
2024/1/9 10:59,477
2024/1/9 11:59,415
2024/1/9 12:59,439
2024/1/9 13:59,463
2024/1/9 14:59,493
2024/1/9 15:59,527
2024/1/9 16:59,499
2024/1/9 17:59,505
2024/1/9 18:59,511
2024/1/9 19:59,497
2024/1/9 20:59,497
2024/1/9 21:59,465
2024/1/9 22:59,406
2024/1/9 23:59,421
2024/1/10 0:59,425
2024/1/10 1:59,414
2024/1/10 2:59,403
2024/1/10 3:59,389
2024/1/10 4:59,398
2024/1/10 5:59,426
2024/1/10 6:59,452
2024/1/10 7:59,483
2024/1/10 8:59,478
2024/1/10 9:59,478
2024/1/10 10:59,469
2024/1/10 11:59,418
2024/1/10 12:59,432
2024/1/10 13:59,464
2024/1/10 14:59,469
2024/1/10 15:59,477
2024/1/10 16:59,474
2024/1/10 17:59,478
2024/1/10 18:59,487
2024/1/10 19:59,491
2024/1/10 20:59,484
2024/1/10 21:59,455
2024/1/10 22:59,395
2024/1/10 23:59,395
2024/1/11 0:59,381
2024/1/11 1:59,370
2024/1/11 2:59,361
2024/1/11 3:59,350
2024/1/11 4:59,359
2024/1/11 5:59,402
2024/1/11 6:59,430
2024/1/11 7:59,448
2024/1/11 8:59,454
2024/1/11 9:59,457
2024/1/11 10:59,435
2024/1/11 11:59,390
2024/1/11 12:59,425
2024/1/11 13:59,441
2024/1/11 14:59,449
2024/1/11 15:59,450
2024/1/11 16:59,450
2024/1/11 17:59,562
2024/1/11 18:59,494
2024/1/11 19:59,491
2024/1/11 20:59,476
2024/1/11 21:59,448
2024/1/11 22:59,389
2024/1/11 23:59,412
2024/1/12 0:59,410
2024/1/12 1:59,400
2024/1/12 2:59,387
2024/1/12 3:59,376
2024/1/12 4:59,376
2024/1/12 5:59,416
2024/1/12 6:59,461
2024/1/12 7:59,661
2024/1/12 8:59,797
2024/1/12 9:59,712
2024/1/12 10:59,523
2024/1/12 11:59,387
2024/1/12 12:59,430
2024/1/12 13:59,464
2024/1/12 14:59,535
2024/1/12 15:59,551
2024/1/12 16:59,502
2024/1/12 17:59,564
2024/1/12 18:59,600
2024/1/12 19:59,538
2024/1/12 20:59,466
2024/1/12 21:59,428
2024/1/12 22:59,476
2024/1/12 23:59,408
2024/1/13 0:59,393
2024/1/13 1:59,382
2024/1/13 2:59,373
2024/1/13 3:59,369
2024/1/13 4:59,365
2024/1/13 5:59,376
2024/1/13 6:59,422
2024/1/13 7:59,545
2024/1/13 8:59,726
2024/1/13 9:59,607
2024/1/13 10:59,504
2024/1/13 11:59,375
2024/1/13 12:59,417
2024/1/13 13:59,448
2024/1/13 14:59,477
2024/1/13 15:59,499
2024/1/13 16:59,508
2024/1/13 17:59,512
2024/1/13 18:59,508
2024/1/13 19:59,486
2024/1/13 20:59,464
2024/1/13 21:59,436
2024/1/13 22:59,395
2024/1/13 23:59,430
2024/1/14 0:59,414
2024/1/14 1:59,401
2024/1/14 2:59,391
2024/1/14 3:59,382
2024/1/14 4:59,382
2024/1/14 5:59,392
2024/1/14 6:59,404
2024/1/14 7:59,420
2024/1/14 8:59,426
2024/1/14 9:59,420
2024/1/14 10:59,405
2024/1/14 11:59,375
2024/1/14 12:59,383
2024/1/14 13:59,385
2024/1/14 14:59,407
2024/1/14 15:59,462
2024/1/14 16:59,491
2024/1/14 17:59,490
2024/1/14 18:59,486
2024/1/14 19:59,491
2024/1/14 20:59,484
2024/1/14 21:59,442
2024/1/14 22:59,398
2024/1/14 23:59,392
2024/1/15 0:59,396
2024/1/15 1:59,392
2024/1/15 2:59,369
2024/1/15 3:59,362
2024/1/15 4:59,370
2024/1/15 5:59,403
2024/1/15 6:59,432
2024/1/15 7:59,592
2024/1/15 8:59,662
2024/1/15 9:59,542
2024/1/15 10:59,464
2024/1/15 11:59,356
2024/1/15 12:59,391
2024/1/15 13:59,411
2024/1/15 14:59,452
2024/1/15 15:59,466
2024/1/15 16:59,462
2024/1/15 17:59,466
2024/1/15 18:59,474
2024/1/15 19:59,459
2024/1/15 20:59,446
2024/1/15 21:59,409
2024/1/15 22:59,355
2024/1/15 23:59,361
2024/1/16 0:59,372
2024/1/16 1:59,372
2024/1/16 2:59,351
2024/1/16 3:59,336
2024/1/16 4:59,335
2024/1/16 5:59,376
2024/1/16 6:59,414
2024/1/16 7:59,463
2024/1/16 8:59,460
2024/1/16 9:59,440
2024/1/16 10:59,408
2024/1/16 11:59,294
2024/1/16 12:59,341
2024/1/16 13:59,379
2024/1/16 14:59,417
2024/1/16 15:59,434
2024/1/16 16:59,446
2024/1/16 17:59,468
2024/1/16 18:59,471
2024/1/16 19:59,470
2024/1/16 20:59,452
2024/1/16 21:59,423
2024/1/16 22:59,372
2024/1/16 23:59,382
2024/1/17 0:59,378
2024/1/17 1:59,369
2024/1/17 2:59,350
2024/1/17 3:59,335
2024/1/17 4:59,333
2024/1/17 5:59,382
2024/1/17 6:59,424
2024/1/17 7:59,470
2024/1/17 8:59,454
2024/1/17 9:59,451
2024/1/17 10:59,428
2024/1/17 11:59,331
2024/1/17 12:59,375
2024/1/17 13:59,399
2024/1/17 14:59,425
2024/1/17 15:59,451
2024/1/17 16:59,454
2024/1/17 17:59,477
2024/1/17 18:59,477
2024/1/17 19:59,475
2024/1/17 20:59,462
2024/1/17 21:59,436
2024/1/17 22:59,398
2024/1/17 23:59,389
2024/1/18 0:59,392
2024/1/18 1:59,382
2024/1/18 2:59,376
2024/1/18 3:59,365
2024/1/18 4:59,373
2024/1/18 5:59,400
2024/1/18 6:59,433
2024/1/18 7:59,498
2024/1/18 8:59,481
2024/1/18 9:59,473
2024/1/18 10:59,444
2024/1/18 11:59,371
2024/1/18 12:59,389
2024/1/18 13:59,407
2024/1/18 14:59,437
2024/1/18 15:59,475
2024/1/18 16:59,463
2024/1/18 17:59,475
2024/1/18 18:59,473
2024/1/18 19:59,471
2024/1/18 20:59,459
2024/1/18 21:59,436
2024/1/18 22:59,400
2024/1/18 23:59,411
2024/1/19 0:59,405
2024/1/19 1:59,398
2024/1/19 2:59,385
2024/1/19 3:59,370
2024/1/19 4:59,373
2024/1/19 5:59,403
2024/1/19 6:59,427
2024/1/19 7:59,544
2024/1/19 8:59,512
2024/1/19 9:59,515
2024/1/19 10:59,434
2024/1/19 11:59,354
2024/1/19 12:59,387
2024/1/19 13:59,404
2024/1/19 14:59,439
2024/1/19 15:59,477
2024/1/19 16:59,471
2024/1/19 17:59,477
2024/1/19 18:59,468
2024/1/19 19:59,459
2024/1/19 20:59,450
2024/1/19 21:59,418
2024/1/19 22:59,385
2024/1/19 23:59,400
2024/1/20 0:59,398
2024/1/20 1:59,390
2024/1/20 2:59,378
2024/1/20 3:59,369
2024/1/20 4:59,369
2024/1/20 5:59,391
2024/1/20 6:59,409
2024/1/20 7:59,480
2024/1/20 8:59,492
2024/1/20 9:59,491
2024/1/20 10:59,445
2024/1/20 11:59,400
2024/1/20 12:59,411
2024/1/20 13:59,434
2024/1/20 14:59,456
2024/1/20 15:59,493
2024/1/20 16:59,511
2024/1/20 17:59,482
2024/1/20 18:59,467
2024/1/20 19:59,461
2024/1/20 20:59,452
2024/1/20 21:59,441
2024/1/20 22:59,395
2024/1/20 23:59,401
2024/1/21 0:59,397
2024/1/21 1:59,390
2024/1/21 2:59,375
2024/1/21 3:59,361
2024/1/21 4:59,362
2024/1/21 5:59,377
2024/1/21 6:59,397
2024/1/21 7:59,406
2024/1/21 8:59,407
2024/1/21 9:59,397
2024/1/21 10:59,386
2024/1/21 11:59,338
2024/1/21 12:59,370
2024/1/21 13:59,381
2024/1/21 14:59,402
2024/1/21 15:59,417
2024/1/21 16:59,435
2024/1/21 17:59,438
2024/1/21 18:59,425
2024/1/21 19:59,425
2024/1/21 20:59,416
2024/1/21 21:59,407
2024/1/21 22:59,367
2024/1/21 23:59,368
2024/1/22 0:59,354
2024/1/22 1:59,347
2024/1/22 2:59,259
2024/1/22 3:59,140
2024/1/22 4:59,168
2024/1/22 5:59,347
2024/1/22 6:59,390
2024/1/22 7:59,442
2024/1/22 8:59,462
2024/1/22 9:59,458
2024/1/22 10:59,451
2024/1/22 11:59,410
2024/1/22 12:59,430
2024/1/22 13:59,451
2024/1/22 14:59,471
2024/1/22 15:59,490
2024/1/22 16:59,482
2024/1/22 17:59,479
2024/1/22 18:59,479
2024/1/22 19:59,468
2024/1/22 20:59,447
2024/1/22 21:59,436
2024/1/22 22:59,394
2024/1/22 23:59,391
2024/1/23 0:59,384
2024/1/23 1:59,374
2024/1/23 2:59,340
2024/1/23 3:59,321
2024/1/23 4:59,334
2024/1/23 5:59,377
2024/1/23 6:59,412
2024/1/23 7:59,510
2024/1/23 8:59,536
2024/1/23 9:59,481
2024/1/23 10:59,465
2024/1/23 11:59,411
2024/1/23 12:59,433
2024/1/23 13:59,448
2024/1/23 14:59,455
2024/1/23 15:59,477
2024/1/23 16:59,475
2024/1/23 17:59,464
2024/1/23 18:59,467
2024/1/23 19:59,465
2024/1/23 20:59,462
2024/1/23 21:59,462
2024/1/23 22:59,411
2024/1/23 23:59,433
2024/1/24 0:59,431
2024/1/24 1:59,410
2024/1/24 2:59,401
2024/1/24 3:59,389
2024/1/24 4:59,392
2024/1/24 5:59,421
2024/1/24 6:59,463
2024/1/24 7:59,766
2024/1/24 8:59,717
2024/1/24 9:59,602
2024/1/24 10:59,646
2024/1/24 11:59,444
2024/1/24 12:59,531
2024/1/24 13:59,593
2024/1/24 14:59,551
2024/1/24 15:59,501
2024/1/24 16:59,482
2024/1/24 17:59,473
2024/1/24 18:59,510
2024/1/24 19:59,505
2024/1/24 20:59,480
2024/1/24 21:59,587
2024/1/24 22:59,443
2024/1/24 23:59,470
2024/1/25 0:59,463
2024/1/25 1:59,442
2024/1/25 2:59,431
2024/1/25 3:59,423
2024/1/25 4:59,423
2024/1/25 5:59,440
2024/1/25 6:59,475
2024/1/25 7:59,855
2024/1/25 8:59,654
2024/1/25 9:59,518
2024/1/25 10:59,526
2024/1/25 11:59,458
2024/1/25 12:59,522
2024/1/25 13:59,534
2024/1/25 14:59,532
2024/1/25 15:59,545
2024/1/25 16:59,534
2024/1/25 17:59,511
2024/1/25 18:59,574
2024/1/25 19:59,508
2024/1/25 20:59,508
2024/1/25 21:59,510
2024/1/25 22:59,448
2024/1/25 23:59,446
2024/1/26 0:59,431
2024/1/26 1:59,417
2024/1/26 2:59,406
2024/1/26 3:59,401
2024/1/26 4:59,399
2024/1/26 5:59,406
2024/1/26 6:59,424
2024/1/26 7:59,461
2024/1/26 8:59,461
2024/1/26 9:59,456
2024/1/26 10:59,452
2024/1/26 11:59,442
2024/1/26 12:59,457
2024/1/26 13:59,459
2024/1/26 14:59,471
2024/1/26 15:59,469
2024/1/26 16:59,455
2024/1/26 17:59,463
2024/1/26 18:59,517
2024/1/26 19:59,493
2024/1/26 20:59,486
2024/1/26 21:59,472
2024/1/26 22:59,435
2024/1/26 23:59,456
2024/1/27 0:59,431
2024/1/27 1:59,412
2024/1/27 2:59,412
2024/1/27 3:59,404
2024/1/27 4:59,400
2024/1/27 5:59,414
2024/1/27 6:59,418
2024/1/27 7:59,470
2024/1/27 8:59,567
2024/1/27 9:59,610
2024/1/27 10:59,673
2024/1/27 11:59,458
2024/1/27 12:59,492
2024/1/27 13:59,482
2024/1/27 14:59,487
2024/1/27 15:59,492
2024/1/27 16:59,465
2024/1/27 17:59,457
2024/1/27 18:59,471
2024/1/27 19:59,471
2024/1/27 20:59,491
2024/1/27 21:59,498
2024/1/27 22:59,438
2024/1/27 23:59,457
2024/1/28 0:59,436
2024/1/28 1:59,414
2024/1/28 2:59,412
2024/1/28 3:59,402
2024/1/28 4:59,394
2024/1/28 5:59,409
2024/1/28 6:59,410
2024/1/28 7:59,472
2024/1/28 8:59,561
2024/1/28 9:59,610
2024/1/28 10:59,670
2024/1/28 11:59,459
2024/1/28 12:59,483
2024/1/28 13:59,489
2024/1/28 14:59,488
2024/1/28 15:59,494
2024/1/28 16:59,471
2024/1/28 17:59,459
2024/1/28 18:59,467
2024/1/28 19:59,466
2024/1/28 20:59,489
2024/1/28 21:59,493
2024/1/28 22:59,432
2024/1/28 23:59,455
2024/1/29 0:59,435
2024/1/29 1:59,416
2024/1/29 2:59,410
2024/1/29 3:59,403
2024/1/29 4:59,400
2024/1/29 5:59,414
2024/1/29 6:59,422
2024/1/29 7:59,462
2024/1/29 8:59,571
2024/1/29 9:59,609
2024/1/29 10:59,666
2024/1/29 11:59,460
2024/1/29 12:59,493
2024/1/29 13:59,495
2024/1/29 14:59,488
2024/1/29 15:59,488
2024/1/29 16:59,469
2024/1/29 17:59,452
2024/1/29 18:59,469
2024/1/29 19:59,466
2024/1/29 20:59,491
2024/1/29 21:59,499
2024/1/29 22:59,441
2024/1/29 23:59,417
2024/1/30 0:59,410
2024/1/30 1:59,405
2024/1/30 2:59,397
2024/1/30 3:59,395
2024/1/30 4:59,395
2024/1/30 5:59,400
2024/1/30 6:59,414
2024/1/30 7:59,447
2024/1/30 8:59,481
2024/1/30 9:59,469
2024/1/30 10:59,449
2024/1/30 11:59,416
2024/1/30 12:59,431
2024/1/30 13:59,432
2024/1/30 14:59,441
2024/1/30 15:59,449
2024/1/30 16:59,452
2024/1/30 17:59,452
2024/1/30 18:59,455
2024/1/30 19:59,452
2024/1/30 20:59,467
2024/1/30 21:59,455
2024/1/30 22:59,417
2024/1/30 23:59,416
2024/1/31 0:59,412
2024/1/31 1:59,393
2024/1/31 2:59,367
2024/1/31 3:59,347
2024/1/31 4:59,345
2024/1/31 5:59,370
2024/1/31 6:59,401
2024/1/31 7:59,428
2024/1/31 8:59,435
2024/1/31 9:59,438
2024/1/31 10:59,421
2024/1/31 11:59,403
2024/1/31 12:59,406
2024/1/31 13:59,409
2024/1/31 14:59,414
2024/1/31 15:59,422
2024/1/31 16:59,437
2024/1/31 17:59,452
2024/1/31 18:59,455
2024/1/31 19:59,458
2024/1/31 20:59,442
2024/1/31 21:59,427
2024/1/31 22:59,396
2024/1/31 23:59,395
2024/2/1 0:59,390
2024/2/1 1:59,378
2024/2/1 2:59,368
2024/2/1 3:59,351
2024/2/1 4:59,353
2024/2/1 5:59,374
2024/2/1 6:59,386
2024/2/1 7:59,408
2024/2/1 8:59,412
2024/2/1 9:59,399
2024/2/1 10:59,386
2024/2/1 11:59,331
2024/2/1 12:59,332
2024/2/1 13:59,334
2024/2/1 14:59,338
2024/2/1 15:59,391
2024/2/1 16:59,399
2024/2/1 17:59,423
2024/2/1 18:59,422
2024/2/1 19:59,421
2024/2/1 20:59,421
2024/2/1 21:59,419
2024/2/1 22:59,389
2024/2/1 23:59,374
2024/2/2 0:59,358
2024/2/2 1:59,345
2024/2/2 2:59,336
2024/2/2 3:59,328
2024/2/2 4:59,320
2024/2/2 5:59,333
2024/2/2 6:59,346
2024/2/2 7:59,354
2024/2/2 8:59,358
2024/2/2 9:59,325
2024/2/2 10:59,297
2024/2/2 11:59,294
2024/2/2 12:59,292
2024/2/2 13:59,297
2024/2/2 14:59,297
2024/2/2 15:59,328
2024/2/2 16:59,358
2024/2/2 17:59,382
2024/2/2 18:59,395
2024/2/2 19:59,391
2024/2/2 20:59,389
2024/2/2 21:59,387
2024/2/2 22:59,347
2024/2/2 23:59,336
2024/2/3 0:59,199
2024/2/3 1:59,0
2024/2/3 2:59,0
2024/2/3 3:59,0
2024/2/3 4:59,0
2024/2/3 5:59,0
2024/2/3 6:59,153
2024/2/3 7:59,336
2024/2/3 8:59,343
2024/2/3 9:59,339
2024/2/3 10:59,344
2024/2/3 11:59,306
2024/2/3 12:59,75
2024/2/3 13:59,0
2024/2/3 14:59,283
2024/2/3 15:59,342
2024/2/3 16:59,361
2024/2/3 17:59,370
2024/2/3 18:59,367
2024/2/3 19:59,364
2024/2/3 20:59,372
2024/2/3 21:59,373
2024/2/3 22:59,336
2024/2/3 23:59,364
2024/2/4 0:59,350
2024/2/4 1:59,332
2024/2/4 2:59,319
2024/2/4 3:59,323
2024/2/4 4:59,322
2024/2/4 5:59,313
2024/2/4 6:59,312
2024/2/4 7:59,323
2024/2/4 8:59,328
2024/2/4 9:59,330
2024/2/4 10:59,336
2024/2/4 11:59,279
2024/2/4 12:59,279
2024/2/4 13:59,302
2024/2/4 14:59,311
2024/2/4 15:59,336
2024/2/4 16:59,341
2024/2/4 17:59,370
2024/2/4 18:59,378
2024/2/4 19:59,366
2024/2/4 20:59,371
2024/2/4 21:59,375
2024/2/4 22:59,341
2024/2/4 23:59,364
2024/2/5 0:59,364
2024/2/5 1:59,347
2024/2/5 2:59,331
2024/2/5 3:59,326
2024/2/5 4:59,322
2024/2/5 5:59,335
2024/2/5 6:59,345
2024/2/5 7:59,332
2024/2/5 8:59,334
2024/2/5 9:59,318
2024/2/5 10:59,313
2024/2/5 11:59,312
2024/2/5 12:59,293
2024/2/5 13:59,258
2024/2/5 14:59,296
2024/2/5 15:59,262
2024/2/5 16:59,272
2024/2/5 17:59,347
2024/2/5 18:59,346
2024/2/5 19:59,339
2024/2/5 20:59,325
2024/2/5 21:59,320
2024/2/5 22:59,229
2024/2/5 23:59,229
2024/2/6 0:59,336
2024/2/6 1:59,346
2024/2/6 2:59,339
2024/2/6 3:59,337
2024/2/6 4:59,336
2024/2/6 5:59,352
2024/2/6 6:59,364
2024/2/6 7:59,355
2024/2/6 8:59,345
2024/2/6 9:59,304
2024/2/6 10:59,310
2024/2/6 11:59,331
2024/2/6 12:59,315
2024/2/6 13:59,322
2024/2/6 14:59,338
2024/2/6 15:59,335
2024/2/6 16:59,322
2024/2/6 17:59,330
2024/2/6 18:59,340
2024/2/6 19:59,323
2024/2/6 20:59,305
2024/2/6 21:59,302
2024/2/6 22:59,220
2024/2/6 23:59,314
2024/2/7 0:59,326
2024/2/7 1:59,329
2024/2/7 2:59,318
2024/2/7 3:59,312
2024/2/7 4:59,305
2024/2/7 5:59,319
2024/2/7 6:59,327
2024/2/7 7:59,340
2024/2/7 8:59,316
2024/2/7 9:59,299
2024/2/7 10:59,328
2024/2/7 11:59,331
2024/2/7 12:59,303
2024/2/7 13:59,303
2024/2/7 14:59,327
2024/2/7 15:59,362
2024/2/7 16:59,366
2024/2/7 17:59,357
2024/2/7 18:59,352
2024/2/7 19:59,349
2024/2/7 20:59,340
2024/2/7 21:59,335
2024/2/7 22:59,322
2024/2/7 23:59,439
2024/2/8 0:59,409
2024/2/8 1:59,394
2024/2/8 2:59,366
2024/2/8 3:59,349
2024/2/8 4:59,337
2024/2/8 5:59,352
2024/2/8 6:59,327
2024/2/8 7:59,347
2024/2/8 8:59,318
2024/2/8 9:59,323
2024/2/8 10:59,359
2024/2/8 11:59,375
2024/2/8 12:59,356
2024/2/8 13:59,330
2024/2/8 14:59,357
2024/2/8 15:59,399
2024/2/8 16:59,386
2024/2/8 17:59,361
2024/2/8 18:59,365
2024/2/8 19:59,365
2024/2/8 20:59,361
2024/2/8 21:59,357
2024/2/8 22:59,345
2024/2/8 23:59,401
2024/2/9 0:59,389
2024/2/9 1:59,378
2024/2/9 2:59,351
2024/2/9 3:59,332
2024/2/9 4:59,324
2024/2/9 5:59,333
2024/2/9 6:59,316
2024/2/9 7:59,344
2024/2/9 8:59,323
2024/2/9 9:59,312
2024/2/9 10:59,361
2024/2/9 11:59,402
2024/2/9 12:59,388
2024/2/9 13:59,365
2024/2/9 14:59,365
2024/2/9 15:59,395
2024/2/9 16:59,398
2024/2/9 17:59,375
2024/2/9 18:59,386
2024/2/9 19:59,369
2024/2/9 20:59,356
2024/2/9 21:59,361
2024/2/9 22:59,374
2024/2/9 23:59,373
2024/2/10 0:59,426
2024/2/10 1:59,408
2024/2/10 2:59,370
2024/2/10 3:59,345
2024/2/10 4:59,333
2024/2/10 5:59,318
2024/2/10 6:59,351
2024/2/10 7:59,323
2024/2/10 8:59,331
2024/2/10 9:59,317
2024/2/10 10:59,336
2024/2/10 11:59,401
2024/2/10 12:59,380
2024/2/10 13:59,336
2024/2/10 14:59,354
2024/2/10 15:59,328
2024/2/10 16:59,365
2024/2/10 17:59,361
2024/2/10 18:59,368
2024/2/10 19:59,366
2024/2/10 20:59,364
2024/2/10 21:59,375
2024/2/10 22:59,378
2024/2/10 23:59,296
2024/2/11 0:59,353
2024/2/11 1:59,339
2024/2/11 2:59,348
2024/2/11 3:59,340
2024/2/11 4:59,335
2024/2/11 5:59,348
2024/2/11 6:59,305
2024/2/11 7:59,308
2024/2/11 8:59,122
2024/2/11 9:59,214
2024/2/11 10:59,95
2024/2/11 11:59,192
2024/2/11 12:59,0
2024/2/11 13:59,0
2024/2/11 14:59,73
2024/2/11 15:59,325
2024/2/11 16:59,338
2024/2/11 17:59,332
2024/2/11 18:59,341
2024/2/11 19:59,323
2024/2/11 20:59,318
2024/2/11 21:59,368
2024/2/11 22:59,366
2024/2/11 23:59,198
2024/2/12 0:59,218
2024/2/12 1:59,158
2024/2/12 2:59,188
2024/2/12 3:59,261
2024/2/12 4:59,0
2024/2/12 5:59,0
2024/2/12 6:59,0
2024/2/12 7:59,0
2024/2/12 8:59,0
2024/2/12 9:59,0
2024/2/12 10:59,0
2024/2/12 11:59,0
2024/2/12 12:59,0
2024/2/12 13:59,0
2024/2/12 14:59,0
2024/2/12 15:59,0
2024/2/12 16:59,0
2024/2/12 17:59,0
2024/2/12 18:59,282
2024/2/12 19:59,59
2024/2/12 20:59,0
2024/2/12 21:59,112
2024/2/12 22:59,0
2024/2/12 23:59,300
2024/2/13 0:59,334
2024/2/13 1:59,357
2024/2/13 2:59,350
2024/2/13 3:59,323
2024/2/13 4:59,311
2024/2/13 5:59,329
2024/2/13 6:59,329
2024/2/13 7:59,301
2024/2/13 8:59,0
2024/2/13 9:59,183
2024/2/13 10:59,142
2024/2/13 11:59,166
2024/2/13 12:59,175
2024/2/13 13:59,150
2024/2/13 14:59,345
2024/2/13 15:59,359
2024/2/13 16:59,319
2024/2/13 17:59,322
2024/2/13 18:59,357
2024/2/13 19:59,357
2024/2/13 20:59,361
2024/2/13 21:59,387
2024/2/13 22:59,420
2024/2/13 23:59,352
2024/2/14 0:59,388
2024/2/14 1:59,398
2024/2/14 2:59,392
2024/2/14 3:59,398
2024/2/14 4:59,385
2024/2/14 5:59,384
2024/2/14 6:59,373
2024/2/14 7:59,363
2024/2/14 8:59,332
2024/2/14 9:59,356
2024/2/14 10:59,335
2024/2/14 11:59,350
2024/2/14 12:59,342
2024/2/14 13:59,341
2024/2/14 14:59,361
2024/2/14 15:59,374
2024/2/14 16:59,348
2024/2/14 17:59,347
